from_stop_id,from_stop_name,to_stop_id,to_stop_name,time_type,aggregated_mean,aggregated_sample_size,route_id,direction_id,route_mean,route_sample_size
9022005001411002,Mellangården,9022005000048001,Skäggetorp centrum,am_rush,145.29,20000,9011005020100000,0,151.18,10300
9022005001411002,Mellangården,9022005000048001,Skäggetorp centrum,am_rush,145.29,20000,9011005020500000,0,139.03,9700
9022005003849002,Abisko centrum,9022005001234002,Åbylund,am_rush,86.14,347,9011005020100000,0,86.14,347
9022005000042002,Tinnerbäcksbadet,9022005000046004,Trädgårdstorget,day,132.67,65430,9011005020100000,0,135.04,19618
9022005000042002,Tinnerbäcksbadet,9022005000046004,Trädgårdstorget,day,132.67,65430,9011005020200000,0,127.32,14122
9022005000042002,Tinnerbäcksbadet,9022005000046004,Trädgårdstorget,day,132.67,65430,9011005020400000,0,129.28,14380
9022005000042002,Tinnerbäcksbadet,9022005000046004,Trädgårdstorget,day,132.67,65430,9011005020500000,0,137.17,17310
9022005000043002,Berga Söderleden,9022005001227002,Majelden,day,99.63,35381,9011005020100000,0,99.88,19602
9022005000043002,Berga Söderleden,9022005001227002,Majelden,day,99.63,35381,9011005021400000,0,100.48,8020
9022005000043002,Berga Söderleden,9022005001227002,Majelden,day,99.63,35381,9011005021500000,0,98.11,7759
9022005000045002,Resedan,9022005001231002,Ridhusgatan,day,51.98,35376,9011005020100000,0,52.52,19601
9022005000045002,Resedan,9022005001231002,Ridhusgatan,day,51.98,35376,9011005021400000,0,52.2,8021
9022005000045002,Resedan,9022005001231002,Ridhusgatan,day,51.98,35376,9011005021500000,0,50.41,7754
9022005000046004,Trädgårdstorget,9022005000050003,Linköpings resecentrum,day,390.5,396,9011005020100000,0,390.5,396
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020100000,0,92.43,19227
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020200000,0,90.15,13859
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020300000,0,86.27,1953
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020400000,0,91.03,14120
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020500000,0,93.78,16916
9022005000046004,Trädgårdstorget,9022005001243002,Kungsgatan,day,91.76,66285,9011005020600000,0,75.01,210
9022005000050003,Linköpings resecentrum,9022005001223002,Klostergatan,day,159.81,18971,9011005020100000,0,159.81,18971
9022005000050003,Linköpings resecentrum,9022005003849002,Abisko centrum,day,262.69,657,9011005020100000,0,262.69,657
